student_id,academic_year,attendance_rate,exam_score,fee_payment_status,distance_km,grade_level,gender,dropout
S20_2025,2025,0.8388,52.19,Unpaid,4.0,Grade 8,Female,0
S20_2026,2026,0.8933,32.83,Partially Paid,4.0,Grade 9,Female,0
S21_2024,2024,0.7683,37.04,Unpaid,4.0,Grade 7,Female,0
S21_2025,2025,0.7768,42.44,Unpaid,4.0,Grade 8,Female,0
S21_2026,2026,0.9335,43.5,Partially Paid,4.0,Grade 9,Female,0
S22_2024,2024,0.9828,31.52,Unpaid,4.0,Grade 7,Female,0
S22_2025,2025,0.9198,40.44,Unpaid,4.0,Grade 8,Female,0
S22_2026,2026,0.9921,40.83,Partially Paid,4.0,Grade 9,Female,0
S23_2024,2024,0.4478,48.96,Unpaid,4.0,Grade 7,Female,0
S23_2025,2025,0.9157,57.37,Unpaid,4.0,Grade 8,Female,0
S23_2026,2026,0.8942,59.44,Partially Paid,4.0,Grade 9,Female,0
S24_2024,2024,0.9549,66.78,Unpaid,4.0,Grade 7,Female,0
S24_2025,2025,0.8869,70.63,Unpaid,4.0,Grade 8,Female,0
S24_2026,2026,0.9783,72.61,Partially Paid,4.0,Grade 9,Female,0
S25_2024,2024,0.983,64.33,Unpaid,4.0,Grade 7,Female,0
S25_2025,2025,0.9872,67.81,Unpaid,4.0,Grade 8,Female,0
S25_2026,2026,0.9776,70.56,Partially Paid,4.0,Grade 9,Female,0
S26_2024,2024,0.983,24.81,Unpaid,4.0,Grade 7,Female,0
S26_2025,2025,0.7114,37.0,Unpaid,4.0,Grade 8,Female,0
S26_2026,2026,0.6064,29.44,Partially Paid,4.0,Grade 9,Female,0
S27_2024,2024,0.8091,26.56,Unpaid,4.0,Grade 7,Female,0
S27_2025,2025,0.9799,34.22,Unpaid,4.0,Grade 8,Female,0
S27_2026,2026,0.9177,43.56,Partially Paid,4.0,Grade 9,Female,0
S28_2024,2024,0.9428,63.74,Unpaid,4.0,Grade 7,Female,0
S28_2025,2025,0.9596,65.04,Unpaid,4.0,Grade 8,Female,0
S28_2026,2026,0.9283,74.5,Partially Paid,4.0,Grade 9,Female,0
S29_2024,2024,0.9598,48.52,Unpaid,4.0,Grade 7,Female,0
S29_2025,2025,0.9745,62.04,Unpaid,4.0,Grade 8,Female,0
S29_2026,2026,0.9855,67.61,Partially Paid,4.0,Grade 9,Female,0
S30_2024,2024,0.7937,31.96,Unpaid,4.0,Grade 7,Female,0
S30_2025,2025,0.8962,41.96,Unpaid,4.0,Grade 8,Female,0
S30_2026,2026,0.9624,43.89,Partially Paid,4.0,Grade 9,Female,0
S31_2024,2024,0.92,48.33,Unpaid,2.0,Grade 7,Male,0
S31_2025,2025,0.9412,47.89,Unpaid,2.0,Grade 8,Male,0
S31_2026,2026,0.9706,46.11,Unpaid,2.0,Grade 9,Male,0
S32_2024,2024,0.84,59.11,Unpaid,2.0,Grade 7,Male,0
S32_2025,2025,1.0,60.11,Unpaid,2.0,Grade 8,Male,0
S32_2026,2026,0.9608,57.0,Unpaid,2.0,Grade 9,Male,0
S33_2024,2024,0.9524,50.67,Unpaid,3.5,Grade 7,Male,0
S33_2025,2025,1.0,50.11,Unpaid,3.5,Grade 8,Male,0
S33_2026,2026,0.9608,49.56,Unpaid,3.5,Grade 9,Male,0
S34_2024,2024,0.8108,69.22,Unpaid,2.0,Grade 7,Male,0
S34_2025,2025,1.0,71.33,Unpaid,2.0,Grade 8,Male,0
S34_2026,2026,0.9804,69.44,Unpaid,2.0,Grade 9,Male,0
S35_2024,2024,0.5833,48.67,Unpaid,3.5,Grade 7,Male,0
S35_2025,2025,0.0,,Unpaid,3.5,Grade 8,Male,0
S35_2026,2026,0.0,,Unpaid,3.5,Grade 9,Male,0
S36_2024,2024,0.9412,48.78,Unpaid,2.0,Grade 7,Male,0
S36_2025,2025,1.0,48.11,Unpaid,2.0,Grade 8,Male,0
S36_2026,2026,0.9804,48.33,Unpaid,2.0,Grade 9,Male,0
S37_2024,2024,0.9804,59.11,Unpaid,3.5,Grade 7,Male,0
S37_2025,2025,1.0,60.56,Unpaid,3.5,Grade 8,Male,0
S37_2026,2026,0.9804,60.33,Unpaid,3.5,Grade 9,Male,0
S38_2024,2024,1.0,53.44,Unpaid,3.5,Grade 7,Male,0
S38_2025,2025,1.0,52.44,Unpaid,3.5,Grade 8,Male,0
S38_2026,2026,0.9804,55.0,Unpaid,3.5,Grade 9,Male,0
S39_2024,2024,1.0,59.67,Unpaid,3.5,Grade 7,Male,0
S39_2025,2025,1.0,71.67,Unpaid,3.5,Grade 8,Male,0
S39_2026,2026,0.9608,70.33,Unpaid,3.5,Grade 9,Male,0
S40_2024,2024,0.9412,48.67,Unpaid,3.5,Grade 7,Male,0
S40_2025,2025,1.0,51.22,Unpaid,3.5,Grade 8,Male,0
S40_2026,2026,0.9216,51.22,Unpaid,3.5,Grade 9,Male,0
S41_2024,2024,0.9861,85.67,Unpaid,3.5,Grade 7,Female,0
S41_2025,2025,1.0,88.78,Unpaid,3.5,Grade 8,Female,0
S41_2026,2026,0.9608,81.22,Unpaid,3.5,Grade 9,Female,0
S42_2024,2024,1.0,82.22,Unpaid,3.5,Grade 7,Female,0
S42_2025,2025,1.0,83.56,Unpaid,3.5,Grade 8,Female,0
S42_2026,2026,0.9608,86.67,Unpaid,3.5,Grade 9,Female,0
S43_2024,2024,0.9444,46.78,Unpaid,3.5,Grade 7,Female,0
S43_2025,2025,1.0,47.11,Unpaid,3.5,Grade 8,Female,0
S43_2026,2026,0.6389,48.0,Unpaid,3.5,Grade 9,Female,1
S44_2024,2024,0.9306,41.22,Unpaid,3.5,Grade 7,Female,0
S44_2025,2025,1.0,48.22,Unpaid,3.5,Grade 8,Female,0
S44_2026,2026,0.9608,46.67,Unpaid,3.5,Grade 9,Female,0
S45_2024,2024,1.0,92.78,Unpaid,5.0,Grade 7,Female,0
S45_2025,2025,1.0,93.56,Unpaid,5.0,Grade 8,Female,0
S45_2026,2026,0.9804,91.0,Unpaid,5.0,Grade 9,Female,0
S46_2024,2024,1.0,63.44,Unpaid,3.5,Grade 7,Female,0
S46_2025,2025,1.0,62.33,Unpaid,3.5,Grade 8,Female,0
S46_2026,2026,0.9804,63.44,Unpaid,3.5,Grade 9,Female,0
S47_2024,2024,1.0,72.56,Unpaid,3.5,Grade 7,Female,0
S47_2025,2025,1.0,71.44,Unpaid,3.5,Grade 8,Female,0
S47_2026,2026,0.9608,70.33,Unpaid,3.5,Grade 9,Female,0
S48_2024,2024,0.8056,47.89,Unpaid,3.5,Grade 7,Female,0
S48_2025,2025,1.0,46.89,Unpaid,3.5,Grade 8,Female,0
S48_2026,2026,0.9608,46.78,Unpaid,3.5,Grade 9,Female,0
S49_2024,2024,1.0,59.89,Unpaid,3.5,Grade 7,Female,0
S49_2025,2025,1.0,74.44,Unpaid,3.5,Grade 8,Female,0
S49_2026,2026,0.9804,57.22,Unpaid,3.5,Grade 9,Female,0
S50_2024,2024,1.0,51.44,Unpaid,3.5,Grade 7,Female,0
S50_2025,2025,1.0,50.33,Unpaid,3.5,Grade 8,Female,0
S50_2026,2026,0.9608,51.33,Unpaid,3.5,Grade 9,Female,0
S51_2024,2024,0.9722,53.44,Unpaid,2.0,Grade 7,Male,0
S51_2025,2025,1.0,52.44,Unpaid,2.0,Grade 8,Male,0
S51_2026,2026,0.9608,52.33,Unpaid,2.0,Grade 9,Male,0
S52_2024,2024,0.9861,69.44,Unpaid,3.5,Grade 7,Male,0
S52_2025,2025,1.0,69.67,Unpaid,3.5,Grade 8,Male,0
S52_2026,2026,0.9608,70.11,Unpaid,3.5,Grade 9,Male,0
S53_2024,2024,1.0,60.22,Unpaid,2.0,Grade 7,Male,0
S53_2025,2025,0.9804,59.89,Unpaid,2.0,Grade 8,Male,0
S53_2026,2026,0.9608,57.89,Unpaid,2.0,Grade 9,Male,0
S54_2024,2024,0.9306,53.11,Unpaid,3.5,Grade 7,Male,0
S54_2025,2025,0.9412,51.67,Unpaid,3.5,Grade 8,Male,0
S54_2026,2026,0.9216,53.56,Unpaid,3.5,Grade 9,Male,0
S55_2024,2024,0.9722,50.11,Unpaid,3.5,Grade 7,Male,0
S55_2025,2025,0.9608,49.0,Unpaid,3.5,Grade 8,Male,0
S55_2026,2026,0.9608,51.22,Unpaid,3.5,Grade 9,Male,0
S56_2024,2024,1.0,65.89,Unpaid,3.5,Grade 7,Male,0
S56_2025,2025,0.9412,64.33,Unpaid,3.5,Grade 8,Male,0
S56_2026,2026,0.9608,66.78,Unpaid,3.5,Grade 9,Male,0
S57_2024,2024,0.9444,69.11,Unpaid,5.0,Grade 7,Male,0
S57_2025,2025,0.9608,70.56,Unpaid,5.0,Grade 8,Male,0
S57_2026,2026,0.6389,48.78,Unpaid,5.0,Grade 9,Male,1
S58_2024,2024,0.4306,24.11,Unpaid,3.5,Grade 7,Male,1
S59_2024,2024,0.3056,34.33,Unpaid,3.5,Grade 7,Male,0
S59_2025,2025,0.0,,Unpaid,3.5,Grade 8,Male,0
S59_2026,2026,0.9608,47.56,Unpaid,3.5,Grade 9,Male,0
S60_2024,2024,0.9722,58.56,Unpaid,3.5,Grade 7,Male,0
S60_2025,2025,0.9216,58.56,Unpaid,3.5,Grade 8,Male,0
S60_2026,2026,0.9608,57.11,Unpaid,3.5,Grade 9,Male,0
S61_2024,2024,0.9097,44.67,Unpaid,2.0,Grade 7,Male,0
S61_2025,2025,0.902,46.78,Unpaid,2.0,Grade 8,Male,0
S61_2026,2026,0.6718,45.67,Unpaid,2.0,Grade 9,Male,0
S62_2024,2024,0.9825,45.44,Unpaid,3.5,Grade 7,Male,0
S62_2025,2025,0.902,47.22,Unpaid,3.5,Grade 8,Male,0
S62_2026,2026,0.6667,45.56,Unpaid,3.5,Grade 9,Male,0
S63_2024,2024,1.0,47.89,Unpaid,2.0,Grade 7,Female,0
S63_2025,2025,0.902,48.56,Unpaid,2.0,Grade 8,Female,0
S63_2026,2026,0.6882,47.56,Unpaid,2.0,Grade 9,Female,0
S64_2024,2024,0.3684,91.22,Unpaid,3.5,Grade 7,Female,1
S65_2024,2024,0.0,34.89,Unpaid,3.5,Grade 7,Female,1
S66_2024,2024,1.0,59.67,Unpaid,3.5,Grade 7,Female,0
S66_2025,2025,0.8824,58.22,Unpaid,3.5,Grade 8,Female,0
S66_2026,2026,0.6882,57.56,Unpaid,3.5,Grade 9,Female,0
S67_2024,2024,0.0,,Unpaid,3.5,Grade 7,Female,0
S67_2025,2025,0.0,,Unpaid,3.5,Grade 8,Female,0
S67_2026,2026,0.6667,0.0,Unpaid,3.5,Grade 9,Female,0
S68_2024,2024,0.9649,59.89,Unpaid,3.5,Grade 7,Female,0
S68_2025,2025,0.8824,58.22,Unpaid,3.5,Grade 8,Female,0
S68_2026,2026,0.6882,60.22,Unpaid,3.5,Grade 9,Female,0
S69_2024,2024,1.0,65.33,Unpaid,3.5,Grade 7,Female,0
S69_2025,2025,0.902,64.33,Unpaid,3.5,Grade 8,Female,0
S69_2026,2026,0.6667,63.89,Unpaid,3.5,Grade 9,Female,0
S70_2024,2024,0.9474,55.89,Unpaid,3.5,Grade 7,Female,0
S70_2025,2025,0.8627,52.11,Unpaid,3.5,Grade 8,Female,0
S70_2026,2026,0.6882,52.33,Unpaid,3.5,Grade 9,Female,0
S71_2024,2024,0.9825,45.67,Unpaid,3.5,Grade 7,Female,0
S71_2025,2025,0.8039,46.78,Unpaid,3.5,Grade 8,Female,0
S71_2026,2026,0.6667,46.89,Unpaid,3.5,Grade 9,Female,0
S72_2024,2024,1.0,62.78,Unpaid,3.5,Grade 7,Female,0
S72_2025,2025,0.8235,61.56,Unpaid,3.5,Grade 8,Female,0
S72_2026,2026,0.6667,61.78,Unpaid,3.5,Grade 9,Female,0
S73_2024,2024,0.9649,64.11,Unpaid,3.5,Grade 7,Female,0
S73_2025,2025,0.8235,62.67,Unpaid,3.5,Grade 8,Female,0
S73_2026,2026,0.6667,63.78,Unpaid,3.5,Grade 9,Female,0
S74_2024,2024,0.9825,47.56,Unpaid,3.5,Grade 7,Female,0
S74_2025,2025,0.8824,47.11,Unpaid,3.5,Grade 8,Female,0
S74_2026,2026,0.6667,47.11,Unpaid,3.5,Grade 9,Female,0
S75_2024,2024,1.0,91.67,Unpaid,3.5,Grade 7,Female,0
S75_2025,2025,0.8627,92.44,Unpaid,3.5,Grade 8,Female,0
S75_2026,2026,0.6882,91.0,Unpaid,3.5,Grade 9,Female,0
S76_2024,2024,1.0,64.67,Unpaid,3.5,Grade 7,Female,0
S76_2025,2025,0.7843,63.44,Unpaid,3.5,Grade 8,Female,0
S76_2026,2026,0.6667,63.78,Unpaid,3.5,Grade 9,Female,0
S77_2024,2024,1.0,55.0,Unpaid,3.5,Grade 7,Female,0
S77_2025,2025,0.8235,54.33,Unpaid,3.5,Grade 8,Female,0
S77_2026,2026,0.6667,51.22,Unpaid,3.5,Grade 9,Female,0
S78_2024,2024,1.0,58.56,Unpaid,3.5,Grade 7,Female,0
S78_2025,2025,0.8235,59.78,Unpaid,3.5,Grade 8,Female,0
S78_2026,2026,0.6667,60.11,Unpaid,3.5,Grade 9,Female,0
S79_2024,2024,1.0,70.78,Unpaid,3.5,Grade 7,Female,0
S79_2025,2025,0.8235,74.33,Unpaid,3.5,Grade 8,Female,0
S79_2026,2026,0.6667,76.0,Unpaid,3.5,Grade 9,Female,0
S80_2024,2024,0.9825,59.89,Unpaid,3.5,Grade 7,Female,0
S80_2025,2025,0.8235,61.11,Unpaid,3.5,Grade 8,Female,0
S80_2026,2026,0.6667,61.56,Unpaid,3.5,Grade 9,Female,0
S81_2024,2024,0.5965,35.67,Unpaid,3.5,Grade 7,Female,0
S81_2025,2025,1.0,37.11,Unpaid,3.5,Grade 8,Female,0
S81_2026,2026,0.6774,48.0,Partially Paid,3.5,Grade 9,Female,0
S82_2024,2024,1.0,90.33,Unpaid,3.5,Grade 7,Female,0
S82_2025,2025,0.9677,92.22,Unpaid,3.5,Grade 8,Female,0
S82_2026,2026,0.6774,90.33,Partially Paid,3.5,Grade 9,Female,0
S83_2024,2024,1.0,58.56,Unpaid,3.5,Grade 7,Female,0
S83_2025,2025,0.9677,58.67,Unpaid,3.5,Grade 8,Female,0
S83_2026,2026,0.6774,60.44,Partially Paid,3.5,Grade 9,Female,0
S84_2024,2024,0.5088,35.22,Unpaid,3.5,Grade 7,Female,1
S85_2024,2024,0.5965,48.78,Unpaid,3.5,Grade 7,Female,0
S85_2025,2025,0.9677,48.78,Unpaid,3.5,Grade 8,Female,0
S85_2026,2026,0.6774,45.67,Partially Paid,3.5,Grade 9,Female,0
S86_2024,2024,1.0,61.33,Unpaid,3.5,Grade 7,Female,0
S86_2025,2025,0.9677,58.67,Unpaid,3.5,Grade 8,Female,0
S86_2026,2026,0.6774,58.67,Partially Paid,3.5,Grade 9,Female,0
S87_2024,2024,0.9825,61.78,Unpaid,3.5,Grade 7,Female,0
S87_2025,2025,0.9677,57.89,Unpaid,3.5,Grade 8,Female,0
S87_2026,2026,0.6774,57.44,Partially Paid,3.5,Grade 9,Female,0
S88_2024,2024,0.7193,41.33,Unpaid,3.5,Grade 7,Female,0
S88_2025,2025,0.5161,32.78,Unpaid,3.5,Grade 8,Female,1
S89_2024,2024,1.0,61.44,Unpaid,3.5,Grade 7,Female,0
S89_2025,2025,0.9032,64.44,Unpaid,3.5,Grade 8,Female,0
S89_2026,2026,0.6129,57.89,Partially Paid,3.5,Grade 9,Female,0
S90_2024,2024,0.9123,71.44,Unpaid,3.5,Grade 7,Female,0
S90_2025,2025,0.7903,69.78,Unpaid,3.5,Grade 8,Female,0
S90_2026,2026,0.6129,69.56,Partially Paid,3.5,Grade 9,Female,0
S91_2024,2024,1.0,83.44,Unpaid,2.0,Grade 7,Female,0
S91_2025,2025,0.9841,82.67,Unpaid,2.0,Grade 8,Female,0
S91_2026,2026,0.6667,84.56,Unpaid,2.0,Grade 9,Female,0
S92_2024,2024,1.0,72.78,Unpaid,2.0,Grade 7,Female,0
S92_2025,2025,0.9841,70.56,Unpaid,2.0,Grade 8,Female,0
S92_2026,2026,0.6667,72.33,Unpaid,2.0,Grade 9,Female,0
S93_2024,2024,1.0,63.78,Unpaid,3.5,Grade 7,Female,0
S93_2025,2025,0.9841,62.33,Unpaid,3.5,Grade 8,Female,0
S93_2026,2026,0.6667,61.33,Unpaid,3.5,Grade 9,Female,0
S94_2024,2024,0.0,0.0,Unpaid,3.5,Grade 7,Female,1
S95_2024,2024,0.4035,24.22,Unpaid,3.5,Grade 7,Female,0
S95_2025,2025,0.0,,Unpaid,3.5,Grade 8,Female,0
S95_2026,2026,0.6667,0.0,Unpaid,3.5,Grade 9,Female,0
S96_2024,2024,0.9649,58.78,Unpaid,2.0,Grade 7,Female,0
S96_2025,2025,0.9841,59.78,Unpaid,2.0,Grade 8,Female,0
S96_2026,2026,0.6667,59.78,Unpaid,2.0,Grade 9,Female,0
S97_2024,2024,0.5439,48.11,Unpaid,3.5,Grade 7,Female,0
S97_2025,2025,0.5238,51.78,Unpaid,3.5,Grade 8,Female,0
S97_2026,2026,0.0,,Unpaid,3.5,Grade 9,Female,0
S98_2024,2024,0.9825,48.56,Unpaid,3.5,Grade 7,Female,0
S98_2025,2025,0.9524,53.11,Unpaid,3.5,Grade 8,Female,0
S98_2026,2026,0.619,48.67,Unpaid,3.5,Grade 9,Female,0
S99_2024,2024,1.0,53.0,Unpaid,3.5,Grade 7,Female,0
S99_2025,2025,0.9841,52.44,Unpaid,3.5,Grade 8,Female,0
S99_2026,2026,0.6349,51.22,Unpaid,3.5,Grade 9,Female,0
S100_2024,2024,0.9474,91.33,Unpaid,3.5,Grade 7,Female,0
S100_2025,2025,0.9841,93.44,Unpaid,3.5,Grade 8,Female,0
S100_2026,2026,0.6508,90.22,Unpaid,3.5,Grade 9,Female,0
S101_2024,2024,1.0,83.56,Fully Paid,2.0,Grade 7,Female,0
S101_2025,2025,1.0,81.33,Fully Paid,2.0,Grade 8,Female,0
S101_2026,2026,0.9677,80.67,Unpaid,2.0,Grade 9,Female,0
S102_2024,2024,1.0,47.56,Fully Paid,2.0,Grade 7,Female,0
S102_2025,2025,1.0,49.0,Fully Paid,2.0,Grade 8,Female,0
S102_2026,2026,0.9839,47.89,Unpaid,2.0,Grade 9,Female,0
S103_2024,2024,0.9649,47.89,Fully Paid,3.5,Grade 7,Female,0
S103_2025,2025,1.0,46.33,Fully Paid,3.5,Grade 8,Female,0
S103_2026,2026,0.9839,48.78,Unpaid,3.5,Grade 9,Female,0
S104_2024,2024,0.8947,72.11,Fully Paid,2.0,Grade 7,Female,0
S104_2025,2025,1.0,68.78,Fully Paid,2.0,Grade 8,Female,0
S104_2026,2026,0.9839,68.56,Unpaid,2.0,Grade 9,Female,0
S105_2024,2024,0.6667,62.0,Fully Paid,3.5,Grade 7,Female,0
S105_2025,2025,1.0,59.0,Fully Paid,3.5,Grade 8,Female,0
S105_2026,2026,0.9677,60.11,Unpaid,3.5,Grade 9,Female,0
S106_2024,2024,0.9722,67.75,Unpaid,4.0,Grade 7,Male,0
S107_2024,2024,0.9028,50.75,Unpaid,4.0,Grade 7,Male,0
S108_2024,2024,1.0,55.12,Unpaid,4.0,Grade 7,Male,0
S109_2024,2024,0.9167,49.88,Unpaid,4.0,Grade 7,Male,0
S110_2024,2024,0.9583,54.0,Unpaid,4.0,Grade 7,Male,0
S111_2024,2024,0.8611,39.75,Unpaid,4.0,Grade 7,Male,0
S112_2024,2024,0.5556,24.25,Unpaid,4.0,Grade 7,Male,1
S113_2024,2024,0.5493,27.12,Unpaid,4.0,Grade 7,Male,1
S114_2024,2024,0.9583,65.0,Unpaid,2.0,Grade 7,Male,0
S115_2024,2024,0.4583,24.0,Unpaid,2.0,Grade 7,Male,1
S116_2024,2024,0.2361,41.33,Unpaid,2.0,Grade 7,Male,0
S116_2026,2026,,45.38,Unpaid,2.0,Grade 9,Male,0
S117_2024,2024,0.6528,38.89,Unpaid,2.0,Grade 7,Male,0
S117_2026,2026,0.5333,33.12,Unpaid,2.0,Grade 9,Male,0
S118_2024,2024,0.7778,40.78,Unpaid,3.5,Grade 7,Male,0
S118_2026,2026,0.8667,53.0,Unpaid,3.5,Grade 9,Male,0
S119_2024,2024,0.9444,39.11,Unpaid,3.5,Grade 7,Male,0
S119_2026,2026,0.8667,35.38,Unpaid,2.0,Grade 9,Male,0
S120_2024,2024,0.7778,55.0,Unpaid,2.0,Grade 7,Male,0
S120_2026,2026,0.85,51.75,Unpaid,2.0,Grade 9,Male,0
S121_2024,2024,0.7917,62.67,Unpaid,3.5,Grade 7,Male,0
S121_2026,2026,0.8667,61.62,Unpaid,3.5,Grade 9,Male,0
S122_2024,2024,0.9306,39.33,Unpaid,3.5,Grade 7,Male,1
S122_2026,2026,0.8167,29.12,Unpaid,2.0,Grade 9,Male,1
S123_2024,2024,0.9286,37.89,Unpaid,2.0,Grade 7,Male,0
S123_2026,2026,0.9167,34.38,Unpaid,2.0,Grade 9,Male,0
S124_2024,2024,0.9722,62.78,Unpaid,3.5,Grade 7,Male,0
S124_2026,2026,0.95,69.75,Unpaid,3.5,Grade 9,Male,0
S125_2024,2024,0.7857,47.89,Unpaid,3.5,Grade 7,Male,0
S125_2026,2026,0.85,49.88,Unpaid,3.5,Grade 9,Male,0
S126_2024,2024,0.8611,60.86,Unpaid,3.5,Grade 7,Male,0
S126_2026,2026,0.9167,61.17,Unpaid,3.5,Grade 9,Male,0
S127_2024,2024,0.3036,10.56,Unpaid,3.5,Grade 7,Male,1
S128_2024,2024,0.9167,63.29,Unpaid,3.5,Grade 7,Female,0
S128_2026,2026,0.8667,64.5,Unpaid,3.5,Grade 9,Female,0
S129_2024,2024,0.9583,80.0,Unpaid,3.5,Grade 7,Female,0
S129_2026,2026,0.8833,64.88,Unpaid,3.5,Grade 9,Female,0
S130_2024,2024,0.9444,82.14,Unpaid,3.5,Grade 7,Female,0
S130_2026,2026,0.8833,74.25,Unpaid,3.5,Grade 9,Female,0
S131_2024,2024,0.9167,88.14,Unpaid,3.5,Grade 7,Female,0
S131_2026,2026,0.9,44.75,Unpaid,3.5,Grade 9,Female,0
S132_2024,2024,0.9722,40.56,Unpaid,3.5,Grade 7,Female,0
S132_2026,2026,0.8833,64.66,Unpaid,3.5,Grade 9,Female,0
S133_2024,2024,0.9306,73.22,Unpaid,3.5,Grade 7,Female,0
S133_2026,2026,0.6667,26.75,Unpaid,3.5,Grade 9,Female,0
S134_2024,2024,0.4722,30.1,Unpaid,3.5,Grade 7,Female,1
S135_2024,2024,0.9722,66.0,Unpaid,3.5,Grade 7,Female,0
S135_2026,2026,0.85,,Unpaid,3.5,Grade 9,Female,0
S136_2024,2024,0.9444,63.22,Unpaid,3.5,Grade 7,Female,0
S136_2026,2026,0.8667,,Unpaid,3.5,Grade 9,Female,0
S137_2024,2024,0.9583,55.89,Unpaid,5.0,Grade 7,Female,0
S137_2026,2026,0.8833,,Unpaid,5.0,Grade 9,Female,0
S138_2024,2024,0.9722,47.22,Unpaid,5.0,Grade 7,Female,0
S138_2026,2026,0.8667,,Unpaid,3.5,Grade 9,Female,0
S139_2024,2024,0.9583,49.67,Unpaid,3.5,Grade 7,Female,0
S139_2026,2026,0.8833,,Unpaid,3.5,Grade 9,Female,0
S140_2024,2024,0.8889,54.56,Unpaid,3.5,Grade 7,Female,0
S140_2026,2026,0.9,,Unpaid,3.5,Grade 9,Female,0
S141_2024,2024,0.5417,35.22,Unpaid,3.5,Grade 7,Female,1
S142_2024,2024,0.1944,,Unpaid,3.5,Grade 7,Female,1
S143_2024,2024,0.9722,60.11,Unpaid,3.5,Grade 7,Female,0
S143_2026,2026,0.5,,Unpaid,3.5,Grade 9,Female,0
S144_2024,2024,0.9861,61.44,Unpaid,3.5,Grade 7,Female,0
S144_2026,2026,0.85,,Unpaid,3.5,Grade 9,Female,0
S145_2024,2024,0.9722,51.67,Unpaid,3.5,Grade 7,Female,0
